score,model,creator_idx,mean,lower,upper,y_sd,creator,mean_std,lower_std,upper_std,model_pretty,date_function,has_label,has_creator,score_label
score_bert_logit,label_date_linear_creator,48,0.016852414869066797,-0.5991797519289962,0.6877343036367155,4.390385762811726,Cyprianus Carthaginensis,0.0038384815775901293,-0.1364754225025695,0.15664552975323773,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,49,-0.014109610094303164,-0.6426371758359776,0.579767685511269,4.390385762811726,Cyprianus Gallus,-0.003213751787785266,-0.14637373810733542,0.13205392802202637,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,50,4.3310833347230297e-4,-0.583102857451016,0.5850228105034324,4.390385762811726,Decimus Laberius,9.864926611709133e-5,-0.13281358152855813,0.13325089003768256,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,51,0.013400330872726693,-0.603969096377503,0.6724596557671435,4.390385762811726,Domitius Marsus,0.0030521989630689643,-0.13756629348914073,0.1531664168244937,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,52,0.014118281432795714,-0.6031737553447338,0.6751056873383304,4.390385762811726,"Donatus, Aelius",0.0032157268621775897,-0.13738513832972263,0.15376910454127699,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,53,0.02145545660034707,-0.586054006300181,0.6965609568016226,4.390385762811726,Dracontius,0.00488691831640015,-0.13348576593525932,0.15865598023339192,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,54,-0.02479707867507729,-0.6840065337127035,0.563039996532756,4.390385762811726,Ennius,-0.005648040972872631,-0.15579645403975767,0.1282438553126524,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,55,0.0581990717793526,-0.4645444559687457,0.7570363081735973,4.390385762811726,Ennodius,0.013256026901399272,-0.10580948487570678,0.17243047628889224,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,56,0.0089208921418393,-0.6104103498820127,0.6552870578802593,4.390385762811726,"Flaccus, Siculus",0.002031915331313873,-0.13903342049175396,0.14925500702712627,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,57,-0.02455967988023457,-0.7184506721711437,0.589397135765708,4.390385762811726,Flauius Cabilonensis Episcopus,-0.005593968550158987,-0.16364180985112975,0.13424723193076354,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,58,0.00808756497592947,-0.6119768581182499,0.6521807027564159,4.390385762811726,Florentinus,0.0018421080544753694,-0.13939022472738768,0.14854747122237869,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
